9.0 6.0 11.0 21.0 20.0 24.0 14.0 23.0 18.0 11.0 11.0 11.0 14.0 16.0 2.0 25.0 3.0 32.0 5.0 27.0 12.0 26.0 15.0 33.0 24.0 40.0 16.0 37.0 13.0 53.0 9.0 31.0 2.0 38.0 1.0 23.0 0.0 23.0 0.0 31.0 5.0 26.0 5.0 16.0 12.0 13.0 15.0 20.0 22.0 16.0 19.0 11.0 36.0 27.0 22.0 17.0 18.0 27.0 15.0 17.0 8.0 26.0 13.0 36.0 12.0 37.0 16.0 23.0 29.0 20.0 32.0 11.0 20.0 13.0 15.0 26.0 18.0 18.0 19.0 22.0 27.0 22.0 22.0 31.0 25.0 29.0 17.0 27.0 8.0 32.0 8.0 21.0 7.0 21.0 10.0 14.0 2.0 16.0 12.0 38.0 18.0 30.0 14.0 39.0 13.0 32.0 14.0 25.0 14.0 27.0 11.0 31.0 11.0 26.0 5.0 27.0 3.0 29.0 3.0 20.0 2.0 33.0 2.0 33.0 4.0 27.0 12.0 28.0 9.0 33.0 8.0 38.0 6.0 24.0 5.0 21.0 5.0 22.0 8.0 22.0 5.0 13.0 6.0 21.0 6.0 25.0 4.0 28.0 9.0 48.0 3.0 33.0 6.0 29.0 9.0 33.0 8.0 38.0 4.0 29.0 6.0 38.0 13.0 39.0 8.0 32.0 18.0 34.0 13.0 33.0 13.0 28.0 4.0 22.0 10.0 14.0 8.0 21.0 4.0 32.0 13.0 39.0 14.0 33.0 6.0 43.0 13.0 41.0 6.0 30.0 9.0 28.0 4.0 40.0 11.0 25.0 17.0 42.0 17.0 39.0 5.0 55.0 14.0 35.0 13.0 41.0 13.0 37.0 16.0 33.0 17.0 29.0 21.0 17.0 27.0 26.0 37.0 15.0 19.0 14.0 23.0 6.0 15.0 19.0 29.0 13.0 13.0 16.0 16.0 10.0 13.0 12.0 19.0 16.0 24.0 16.0 31.0 10.0 11.0 5.0 41.0 19.0 28.0 18.0 31.0 15.0 26.0 15.0 29.0 21.0 21.0 29.0 20.0 17.0 27.0 16.0 18.0 7.0 10.0 13.0 15.0 27.0 15.0 16.0 10.0 24.0 9.0 11.0 13.0 6.0 20.0 14.0 28.0 18.0 28.0 16.0 19.0 6.0 17.0 20.0 14.0 13.0 15.0 10.0 16.0 9.0 16.0 3.0 15.0 2.0 18.0 4.0 1.0 5.0 8.0 2.0 8.0 4.0 10.0 0.0
3.0 7.0 20.0 13.0 22.0 20.0 19.0 15.0 24.0 14.0 8.0 16.0 7.0 10.0 22.0 5.0 27.0 6.0 32.0 4.0 19.0 14.0 44.0 21.0 45.0 17.0 36.0 21.0 30.0 10.0 36.0 6.0 49.0 1.0 24.0 1.0 21.0 0.0 31.0 1.0 28.0 9.0 30.0 6.0 15.0 20.0 16.0 16.0 19.0 20.0 21.0 24.0 22.0 33.0 21.0 14.0 16.0 22.0 15.0 9.0 17.0 12.0 28.0 16.0 35.0 8.0 29.0 19.0 20.0 25.0 18.0 17.0 10.0 11.0 18.0 15.0 19.0 19.0 21.0 25.0 28.0 34.0 19.0 36.0 15.0 28.0 19.0 12.0 29.0 7.0 21.0 11.0 27.0 9.0 18.0 5.0 21.0 12.0 21.0 12.0 32.0 19.0 40.0 12.0 34.0 13.0 28.0 10.0 28.0 9.0 39.0 14.0 26.0 10.0 27.0 4.0 34.0 1.0 24.0 2.0 26.0 3.0 42.0 3.0 28.0 10.0 27.0 9.0 33.0 12.0 35.0 10.0 25.0 12.0 18.0 12.0 21.0 12.0 28.0 2.0 20.0 10.0 27.0 7.0 24.0 8.0 31.0 6.0 38.0 12.0 39.0 5.0 30.0 11.0 25.0 15.0 45.0 9.0 42.0 4.0 29.0 6.0 46.0 16.0 23.0 17.0 33.0 16.0 31.0 15.0 40.0 9.0 30.0 6.0 19.0 13.0 18.0 10.0 21.0 10.0 34.0 13.0 35.0 7.0 28.0 13.0 44.0 8.0 35.0 4.0 42.0 5.0 35.0 9.0 24.0 21.0 26.0 11.0 34.0 12.0 45.0 4.0 44.0 12.0 27.0 14.0 45.0 12.0 33.0 11.0 22.0 21.0 17.0 28.0 16.0 39.0 25.0 35.0 18.0 16.0 16.0 18.0 15.0 13.0 12.0 20.0 13.0 12.0 11.0 13.0 10.0 17.0 4.0 25.0 7.0 34.0 10.0 21.0 7.0 23.0 12.0 44.0 17.0 19.0 8.0 33.0 13.0 28.0 16.0 18.0 30.0 25.0 21.0 24.0 16.0 21.0 7.0 13.0 7.0 2.0 18.0 16.0 31.0 16.0 18.0 10.0 14.0 17.0 5.0 16.0 3.0 27.0 13.0 21.0 24.0 27.0 17.0 16.0 12.0 15.0 7.0 13.0 8.0 14.0 6.0 16.0 2.0 26.0 3.0 11.0 1.0 12.0 2.0 5.0 5.0 8.0 3.0 11.0 4.0 0.0
4.0 16.0 8.0 22.0 11.0 19.0 12.0 21.0 10.0 11.0 14.0 5.0 15.0 9.0 11.0 17.0 6.0 31.0 7.0 28.0 6.0 32.0 27.0 56.0 15.0 29.0 26.0 36.0 24.0 36.0 5.0 49.0 7.0 43.0 1.0 33.0 2.0 30.0 1.0 28.0 5.0 25.0 4.0 40.0 12.0 25.0 15.0 24.0 21.0 23.0 14.0 14.0 29.0 24.0 19.0 21.0 18.0 18.0 15.0 23.0 8.0 22.0 18.0 28.0 12.0 25.0 20.0 25.0 13.0 19.0 18.0 19.0 8.0 15.0 6.0 13.0 20.0 12.0 16.0 26.0 38.0 18.0 35.0 15.0 23.0 12.0 27.0 22.0 9.0 23.0 9.0 14.0 15.0 30.0 7.0 21.0 8.0 24.0 12.0 25.0 13.0 35.0 22.0 38.0 8.0 26.0 14.0 29.0 9.0 23.0 7.0 37.0 10.0 26.0 8.0 34.0 4.0 38.0 2.0 32.0 5.0 41.0 4.0 38.0 5.0 28.0 16.0 18.0 3.0 37.0 13.0 36.0 14.0 17.0 20.0 12.0 14.0 23.0 7.0 24.0 8.0 18.0 11.0 31.0 13.0 32.0 6.0 29.0 10.0 30.0 7.0 38.0 7.0 26.0 14.0 47.0 13.0 46.0 6.0 38.0 9.0 36.0 10.0 40.0 23.0 18.0 15.0 23.0 13.0 43.0 6.0 39.0 7.0 21.0 8.0 22.0 11.0 16.0 13.0 22.0 10.0 29.0 11.0 28.0 16.0 27.0 5.0 49.0 6.0 46.0 4.0 44.0 9.0 32.0 16.0 31.0 16.0 36.0 17.0 37.0 7.0 34.0 11.0 38.0 12.0 40.0 13.0 45.0 8.0 30.0 18.0 23.0 22.0 10.0 25.0 22.0 33.0 22.0 33.0 21.0 17.0 18.0 14.0 13.0 13.0 9.0 12.0 14.0 11.0 12.0 14.0 3.0 19.0 2.0 30.0 10.0 33.0 11.0 25.0 9.0 17.0 10.0 32.0 6.0 22.0 4.0 33.0 16.0 27.0 26.0 18.0 28.0 28.0 13.0 23.0 8.0 20.0 8.0 7.0 12.0 6.0 17.0 15.0 24.0 16.0 11.0 12.0 6.0 15.0 5.0 16.0 6.0 25.0 26.0 21.0 22.0 23.0 20.0 21.0 9.0 14.0 4.0 19.0 5.0 13.0 2.0 18.0 2.0 22.0 5.0 17.0 3.0 7.0 4.0 10.0 2.0 17.0 9.0 3.0 0.0
10.0 4.0 15.0 6.0 21.0 14.0 29.0 9.0 18.0 12.0 4.0 17.0 10.0 15.0 12.0 7.0 22.0 5.0 28.0 6.0 36.0 16.0 51.0 21.0 36.0 27.0 27.0 21.0 30.0 17.0 36.0 5.0 45.0 5.0 45.0 2.0 34.0 4.0 35.0 3.0 28.0 11.0 37.0 7.0 38.0 22.0 36.0 21.0 22.0 15.0 23.0 25.0 17.0 22.0 23.0 13.0 25.0 13.0 23.0 17.0 20.0 10.0 29.0 16.0 26.0 10.0 28.0 16.0 22.0 12.0 22.0 8.0 18.0 7.0 17.0 12.0 9.0 19.0 13.0 22.0 20.0 29.0 14.0 21.0 16.0 27.0 12.0 16.0 20.0 18.0 16.0 12.0 22.0 13.0 32.0 13.0 22.0 7.0 29.0 13.0 25.0 17.0 35.0 25.0 19.0 16.0 27.0 19.0 16.0 9.0 27.0 3.0 22.0 12.0 27.0 12.0 36.0 13.0 41.0 4.0 30.0 7.0 46.0 5.0 31.0 10.0 16.0 7.0 26.0 4.0 37.0 16.0 30.0 18.0 19.0 16.0 17.0 10.0 22.0 11.0 15.0 18.0 25.0 9.0 37.0 9.0 25.0 6.0 30.0 8.0 29.0 9.0 32.0 8.0 36.0 10.0 57.0 11.0 45.0 8.0 37.0 11.0 33.0 10.0 30.0 9.0 23.0 16.0 33.0 7.0 37.0 7.0 34.0 10.0 20.0 8.0 20.0 18.0 19.0 11.0 18.0 16.0 29.0 7.0 27.0 12.0 55.0 4.0 50.0 9.0 52.0 11.0 48.0 10.0 33.0 10.0 35.0 15.0 29.0 8.0 34.0 8.0 36.0 21.0 46.0 14.0 47.0 11.0 29.0 13.0 24.0 23.0 17.0 21.0 14.0 23.0 25.0 30.0 19.0 21.0 20.0 21.0 16.0 14.0 11.0 9.0 14.0 5.0 7.0 11.0 5.0 19.0 7.0 27.0 9.0 32.0 10.0 35.0 13.0 17.0 8.0 21.0 5.0 28.0 4.0 21.0 6.0 20.0 26.0 25.0 21.0 22.0 21.0 22.0 14.0 17.0 3.0 13.0 11.0 13.0 9.0 8.0 11.0 20.0 18.0 19.0 9.0 14.0 10.0 10.0 6.0 11.0 19.0 26.0 22.0 33.0 26.0 20.0 9.0 24.0 3.0 11.0 1.0 21.0 2.0 16.0 1.0 14.0 4.0 31.0 6.0 9.0 2.0 10.0 6.0 12.0 8.0 9.0 10.0 0.0
6.0 12.0 6.0 13.0 7.0 30.0 10.0 24.0 10.0 8.0 19.0 9.0 20.0 11.0 12.0 13.0 5.0 18.0 4.0 35.0 9.0 55.0 10.0 44.0 24.0 36.0 18.0 19.0 15.0 23.0 7.0 36.0 7.0 39.0 3.0 44.0 5.0 34.0 4.0 29.0 10.0 33.0 10.0 35.0 18.0 36.0 20.0 39.0 15.0 30.0 17.0 20.0 23.0 18.0 9.0 25.0 9.0 25.0 10.0 18.0 14.0 18.0 10.0 29.0 12.0 20.0 7.0 26.0 10.0 17.0 7.0 16.0 7.0 27.0 9.0 12.0 12.0 9.0 13.0 14.0 15.0 20.0 31.0 10.0 28.0 20.0 27.0 19.0 19.0 11.0 16.0 18.0 5.0 33.0 16.0 27.0 14.0 26.0 9.0 27.0 19.0 34.0 21.0 24.0 22.0 19.0 16.0 22.0 14.0 18.0 13.0 24.0 10.0 18.0 21.0 23.0 17.0 33.0 9.0 31.0 5.0 33.0 7.0 31.0 11.0 27.0 5.0 15.0 4.0 27.0 6.0 26.0 20.0 22.0 25.0 30.0 11.0 20.0 12.0 10.0 19.0 16.0 23.0 30.0 8.0 23.0 5.0 31.0 13.0 34.0 15.0 34.0 12.0 35.0 9.0 46.0 12.0 48.0 10.0 41.0 9.0 27.0 7.0 32.0 4.0 23.0 8.0 28.0 15.0 38.0 7.0 46.0 11.0 35.0 9.0 23.0 15.0 25.0 17.0 30.0 14.0 22.0 13.0 28.0 11.0 36.0 7.0 55.0 2.0 60.0 15.0 45.0 8.0 45.0 6.0 29.0 6.0 24.0 8.0 21.0 10.0 44.0 17.0 39.0 21.0 47.0 12.0 31.0 9.0 24.0 16.0 20.0 19.0 19.0 16.0 23.0 20.0 18.0 20.0 15.0 27.0 9.0 18.0 9.0 11.0 13.0 6.0 7.0 5.0 7.0 13.0 17.0 27.0 8.0 34.0 7.0 30.0 13.0 30.0 8.0 25.0 10.0 27.0 6.0 29.0 5.0 16.0 13.0 19.0 25.0 26.0 18.0 18.0 14.0 17.0 7.0 14.0 8.0 22.0 10.0 9.0 6.0 16.0 8.0 23.0 16.0 31.0 5.0 9.0 9.0 7.0 8.0 15.0 12.0 25.0 19.0 16.0 20.0 17.0 3.0 21.0 1.0 17.0 1.0 19.0 0.0 16.0 1.0 26.0 8.0 14.0 5.0 9.0 4.0 7.0 13.0 5.0 7.0 10.0 0.0
11.0 8.0 12.0 9.0 11.0 13.0 24.0 9.0 10.0 15.0 7.0 21.0 6.0 13.0 9.0 11.0 15.0 6.0 21.0 8.0 36.0 12.0 42.0 15.0 46.0 17.0 29.0 12.0 33.0 7.0 25.0 10.0 43.0 7.0 27.0 7.0 44.0 3.0 26.0 9.0 36.0 6.0 32.0 10.0 53.0 13.0 49.0 17.0 34.0 8.0 19.0 12.0 12.0 11.0 23.0 11.0 29.0 5.0 29.0 11.0 19.0 15.0 22.0 16.0 15.0 13.0 16.0 12.0 23.0 7.0 18.0 9.0 27.0 4.0 14.0 8.0 10.0 12.0 7.0 16.0 17.0 23.0 19.0 30.0 23.0 38.0 18.0 31.0 12.0 13.0 13.0 11.0 19.0 9.0 29.0 19.0 30.0 18.0 24.0 15.0 31.0 22.0 28.0 18.0 23.0 10.0 26.0 10.0 21.0 12.0 21.0 13.0 24.0 16.0 27.0 15.0 25.0 13.0 23.0 13.0 31.0 13.0 24.0 16.0 30.0 15.0 19.0 9.0 12.0 5.0 37.0 13.0 34.0 22.0 21.0 15.0 27.0 17.0 13.0 22.0 12.0 33.0 19.0 14.0 17.0 7.0 20.0 9.0 39.0 20.0 29.0 20.0 31.0 12.0 43.0 12.0 35.0 8.0 40.0 7.0 37.0 13.0 26.0 3.0 27.0 13.0 18.0 6.0 36.0 11.0 52.0 13.0 59.0 22.0 24.0 14.0 28.0 15.0 31.0 14.0 26.0 16.0 26.0 14.0 31.0 9.0 37.0 5.0 57.0 9.0 52.0 11.0 33.0 4.0 33.0 11.0 27.0 14.0 21.0 8.0 34.0 11.0 39.0 23.0 39.0 22.0 37.0 4.0 22.0 10.0 30.0 14.0 23.0 19.0 26.0 20.0 20.0 16.0 16.0 30.0 2.0 18.0 7.0 14.0 11.0 17.0 5.0 11.0 5.0 6.0 13.0 20.0 8.0 30.0 7.0 27.0 3.0 34.0 9.0 23.0 6.0 27.0 5.0 29.0 8.0 26.0 11.0 19.0 21.0 26.0 18.0 14.0 12.0 16.0 5.0 17.0 6.0 20.0 13.0 13.0 13.0 11.0 10.0 18.0 3.0 29.0 11.0 18.0 8.0 5.0 2.0 12.0 4.0 21.0 12.0 4.0 18.0 10.0 14.0 20.0 3.0 19.0 0.0 19.0 3.0 27.0 1.0 30.0 4.0 19.0 13.0 9.0 7.0 5.0 6.0 6.0 13.0 9.0 9.0 0.0
9.0 9.0 6.0 12.0 14.0 19.0 19.0 16.0 10.0 4.0 21.0 3.0 19.0 4.0 11.0 10.0 11.0 19.0 5.0 24.0 13.0 27.0 12.0 39.0 17.0 39.0 13.0 48.0 11.0 37.0 13.0 34.0 10.0 35.0 11.0 41.0 8.0 28.0 8.0 27.0 5.0 36.0 5.0 42.0 9.0 50.0 13.0 38.0 11.0 26.0 7.0 24.0 4.0 12.0 13.0 25.0 3.0 42.0 8.0 27.0 17.0 25.0 20.0 20.0 21.0 8.0 10.0 20.0 9.0 24.0 5.0 21.0 6.0 16.0 5.0 10.0 13.0 6.0 20.0 7.0 25.0 20.0 25.0 22.0 35.0 18.0 41.0 16.0 27.0 12.0 12.0 17.0 9.0 20.0 11.0 34.0 20.0 25.0 16.0 18.0 13.0 23.0 15.0 29.0 12.0 22.0 11.0 16.0 7.0 14.0 9.0 28.0 14.0 40.0 10.0 24.0 15.0 16.0 20.0 20.0 14.0 31.0 21.0 19.0 23.0 19.0 17.0 22.0 8.0 24.0 17.0 46.0 13.0 30.0 12.0 13.0 32.0 21.0 17.0 10.0 27.0 16.0 20.0 15.0 7.0 19.0 12.0 28.0 19.0 27.0 24.0 25.0 13.0 37.0 9.0 25.0 9.0 39.0 4.0 38.0 11.0 29.0 8.0 30.0 12.0 31.0 11.0 40.0 11.0 41.0 9.0 58.0 28.0 35.0 20.0 32.0 19.0 30.0 13.0 25.0 16.0 23.0 20.0 31.0 12.0 30.0 8.0 41.0 6.0 52.0 15.0 33.0 6.0 29.0 8.0 30.0 15.0 21.0 8.0 34.0 10.0 43.0 17.0 36.0 25.0 38.0 12.0 35.0 13.0 29.0 11.0 25.0 21.0 32.0 27.0 20.0 16.0 24.0 28.0 12.0 22.0 3.0 19.0 7.0 19.0 9.0 22.0 1.0 11.0 3.0 10.0 3.0 30.0 8.0 29.0 3.0 32.0 1.0 22.0 5.0 22.0 1.0 29.0 3.0 25.0 10.0 28.0 16.0 14.0 18.0 21.0 10.0 10.0 5.0 16.0 7.0 16.0 12.0 19.0 12.0 9.0 14.0 18.0 4.0 11.0 7.0 17.0 2.0 9.0 7.0 10.0 4.0 17.0 5.0 11.0 19.0 4.0 18.0 12.0 6.0 9.0 0.0 28.0 1.0 29.0 2.0 31.0 1.0 34.0 12.0 22.0 9.0 7.0 14.0 8.0 9.0 5.0 9.0 15.0 0.0
6.0 5.0 11.0 13.0 16.0 12.0 17.0 18.0 13.0 12.0 2.0 19.0 5.0 13.0 11.0 9.0 10.0 6.0 24.0 7.0 21.0 12.0 33.0 12.0 33.0 12.0 47.0 19.0 48.0 8.0 25.0 17.0 40.0 7.0 37.0 9.0 28.0 8.0 23.0 6.0 28.0 7.0 34.0 6.0 37.0 6.0 41.0 12.0 38.0 8.0 27.0 5.0 22.0 7.0 27.0 9.0 31.0 5.0 34.0 12.0 29.0 15.0 33.0 16.0 14.0 20.0 11.0 13.0 19.0 7.0 32.0 11.0 26.0 11.0 17.0 17.0 13.0 25.0 7.0 30.0 9.0 23.0 17.0 41.0 23.0 37.0 16.0 40.0 18.0 18.0 16.0 9.0 21.0 2.0 25.0 14.0 29.0 20.0 26.0 14.0 17.0 16.0 24.0 12.0 26.0 16.0 16.0 10.0 15.0 4.0 19.0 10.0 35.0 14.0 32.0 14.0 18.0 21.0 18.0 18.0 19.0 12.0 19.0 28.0 20.0 14.0 21.0 13.0 24.0 13.0 27.0 15.0 28.0 11.0 12.0 15.0 12.0 30.0 19.0 12.0 12.0 20.0 17.0 9.0 18.0 11.0 35.0 23.0 30.0 22.0 22.0 13.0 29.0 7.0 32.0 6.0 30.0 6.0 35.0 7.0 37.0 7.0 29.0 12.0 41.0 5.0 46.0 11.0 32.0 13.0 50.0 21.0 47.0 22.0 39.0 22.0 42.0 15.0 24.0 16.0 18.0 19.0 32.0 9.0 19.0 17.0 30.0 7.0 33.0 14.0 42.0 12.0 29.0 5.0 40.0 11.0 23.0 10.0 27.0 15.0 40.0 17.0 34.0 24.0 32.0 19.0 37.0 20.0 27.0 13.0 26.0 16.0 32.0 27.0 22.0 18.0 25.0 18.0 17.0 28.0 11.0 26.0 3.0 23.0 9.0 30.0 5.0 23.0 8.0 13.0 1.0 16.0 6.0 25.0 5.0 41.0 1.0 23.0 2.0 20.0 6.0 26.0 5.0 26.0 6.0 33.0 15.0 19.0 19.0 20.0 12.0 23.0 5.0 20.0 5.0 12.0 14.0 18.0 18.0 21.0 14.0 9.0 6.0 15.0 6.0 12.0 3.0 13.0 3.0 8.0 7.0 17.0 7.0 14.0 12.0 7.0 15.0 2.0 14.0 8.0 3.0 17.0 0.0 22.0 0.0 25.0 0.0 22.0 8.0 34.0 6.0 21.0 16.0 12.0 11.0 7.0 13.0 9.0 3.0 0.0
3.0 11.0 11.0 17.0 13.0 11.0 11.0 13.0 17.0 10.0 19.0 8.0 9.0 8.0 6.0 12.0 10.0 18.0 1.0 26.0 13.0 22.0 13.0 36.0 11.0 33.0 17.0 43.0 14.0 36.0 17.0 27.0 9.0 43.0 3.0 28.0 3.0 22.0 7.0 28.0 3.0 30.0 6.0 28.0 6.0 31.0 8.0 41.0 7.0 39.0 5.0 21.0 10.0 22.0 5.0 34.0 10.0 30.0 9.0 26.0 10.0 26.0 12.0 28.0 17.0 16.0 17.0 13.0 12.0 33.0 9.0 32.0 12.0 25.0 16.0 18.0 25.0 6.0 28.0 7.0 20.0 12.0 43.0 20.0 43.0 21.0 35.0 16.0 24.0 13.0 13.0 28.0 10.0 20.0 11.0 26.0 14.0 23.0 18.0 22.0 9.0 20.0 23.0 30.0 21.0 23.0 10.0 10.0 6.0 24.0 12.0 27.0 11.0 33.0 12.0 31.0 25.0 17.0 16.0 14.0 17.0 17.0 17.0 19.0 14.0 14.0 11.0 18.0 10.0 30.0 10.0 18.0 9.0 16.0 7.0 10.0 25.0 16.0 13.0 15.0 11.0 14.0 15.0 17.0 8.0 26.0 21.0 36.0 19.0 32.0 14.0 22.0 14.0 24.0 6.0 26.0 4.0 24.0 11.0 44.0 6.0 31.0 8.0 36.0 4.0 38.0 5.0 37.0 13.0 36.0 17.0 52.0 28.0 53.0 27.0 50.0 12.0 32.0 12.0 12.0 16.0 25.0 12.0 28.0 9.0 22.0 16.0 32.0 14.0 31.0 13.0 24.0 12.0 36.0 4.0 32.0 9.0 22.0 18.0 33.0 15.0 28.0 24.0 23.0 16.0 33.0 26.0 31.0 18.0 22.0 18.0 25.0 23.0 21.0 27.0 24.0 16.0 13.0 26.0 16.0 24.0 7.0 28.0 13.0 27.0 10.0 26.0 13.0 19.0 2.0 15.0 3.0 16.0 6.0 27.0 4.0 32.0 2.0 27.0 3.0 20.0 7.0 21.0 10.0 35.0 17.0 22.0 24.0 22.0 11.0 26.0 8.0 19.0 4.0 20.0 4.0 13.0 23.0 21.0 16.0 13.0 13.0 9.0 6.0 12.0 10.0 11.0 2.0 11.0 10.0 8.0 5.0 16.0 8.0 9.0 14.0 5.0 8.0 3.0 12.0 17.0 2.0 15.0 0.0 24.0 0.0 14.0 3.0 35.0 7.0 41.0 9.0 25.0 7.0 13.0 12.0 9.0 8.0 5.0 0.0
11.0 8.0 17.0 11.0 11.0 10.0 13.0 14.0 14.0 29.0 12.0 12.0 7.0 11.0 12.0 9.0 17.0 3.0 15.0 6.0 27.0 12.0 27.0 13.0 33.0 13.0 41.0 17.0 48.0 10.0 36.0 13.0 41.0 6.0 44.0 3.0 26.0 5.0 18.0 5.0 28.0 3.0 21.0 5.0 33.0 7.0 29.0 12.0 32.0 8.0 33.0 5.0 22.0 8.0 27.0 12.0 35.0 8.0 24.0 7.0 24.0 13.0 27.0 13.0 15.0 13.0 22.0 10.0 22.0 2.0 40.0 7.0 29.0 16.0 25.0 8.0 11.0 17.0 13.0 28.0 10.0 38.0 10.0 42.0 22.0 36.0 17.0 22.0 6.0 16.0 21.0 14.0 27.0 20.0 16.0 9.0 18.0 17.0 16.0 23.0 16.0 20.0 20.0 19.0 19.0 17.0 23.0 11.0 25.0 10.0 26.0 12.0 38.0 12.0 29.0 20.0 22.0 14.0 17.0 17.0 15.0 13.0 18.0 21.0 17.0 14.0 18.0 13.0 17.0 4.0 24.0 5.0 17.0 7.0 18.0 14.0 17.0 17.0 18.0 10.0 8.0 13.0 16.0 8.0 26.0 10.0 33.0 20.0 31.0 15.0 29.0 13.0 18.0 16.0 14.0 11.0 16.0 9.0 40.0 7.0 22.0 8.0 35.0 8.0 31.0 10.0 33.0 10.0 26.0 23.0 49.0 26.0 46.0 19.0 44.0 20.0 43.0 6.0 19.0 10.0 17.0 20.0 24.0 6.0 27.0 12.0 22.0 18.0 20.0 7.0 20.0 18.0 30.0 8.0 32.0 7.0 30.0 14.0 26.0 16.0 33.0 20.0 16.0 18.0 20.0 24.0 37.0 25.0 22.0 24.0 23.0 22.0 28.0 37.0 18.0 27.0 20.0 17.0 14.0 24.0 6.0 31.0 13.0 24.0 17.0 25.0 15.0 18.0 8.0 24.0 5.0 16.0 6.0 21.0 3.0 32.0 4.0 27.0 1.0 15.0 4.0 24.0 11.0 40.0 17.0 21.0 22.0 28.0 8.0 27.0 11.0 11.0 12.0 17.0 6.0 14.0 16.0 16.0 20.0 15.0 9.0 7.0 9.0 11.0 12.0 14.0 8.0 5.0 5.0 9.0 8.0 10.0 6.0 13.0 4.0 9.0 9.0 3.0 11.0 5.0 7.0 10.0 0.0 19.0 0.0 19.0 3.0 25.0 4.0 40.0 8.0 40.0 7.0 23.0 6.0 17.0 6.0 6.0 12.0 0.0
